node1,node2
23355,['14548']
23356,['6286']
23357,['14299']
23359,['10732']
23360,['5133']
23361,['10672']
23364,['23301']
23366,"['13585', '20101', '2116']"
23367,"['17271', '1197']"
23369,"['9210', '18539', '7281']"
23371,['20601']
23373,"['16999', '4732', '9566', '11642', '19103', '12345']"
23374,"['13693', '6608']"
23375,"['17601', '9699', '16555']"
23377,"['19125', '14885', '11243']"
23378,['21522']
23380,"['10757', '6790', '13488']"
23382,['15729']
23384,['10270']
23385,['17912']
23386,['10023']
23387,"['2412', '11859', '18087']"
23388,['5927']
23390,"['12936', '9737', '40', '5851']"
23392,['20769']
23394,"['3846', '2508', '10120']"
23395,['7062']
23396,"['4566', '10808', '15642', '12895', '16735']"
23397,['12371']
23398,"['6612', '12894', '11508']"
23399,"['9127', '6730', '13794']"
23400,"['1518', '14070', '4821', '20672']"
23401,"['4298', '8261']"
23402,"['18005', '3105']"
23403,['16197']
23404,"['4489', '3063']"
23406,['16906']
23407,['21976']
23408,"['1143', '4100']"
23409,['17726']
23411,['10604']
23412,"['13932', '1097', '8537']"
23414,"['3693', '15060', '19543']"
23415,"['4581', '16701']"
23416,"['22070', '12888', '1328', '11103', '14870']"
23419,"['15198', '21638', '20452']"
23420,['8004']
23421,"['17824', '925', '2343', '22872']"
23425,"['5935', '396', '22617', '16371']"
23426,"['19480', '12638', '20272']"
23427,"['11113', '14062']"
23428,"['6167', '62', '19934']"
23432,"['3126', '3508']"
23433,"['6045', '20545', '19268']"
23434,['3484']
23435,"['4523', '6032']"
23436,"['237', '7090', '4810', '7853', '17294']"
23437,"['13529', '21699']"
23438,"['17267', '1840']"
23439,"['21994', '15604', '16379', '6810']"
23440,"['1772', '12868', '4548', '18271', '9987']"
23442,"['2319', '19573']"
23443,"['11261', '7344', '17665']"
23444,"['15049', '5603', '7843', '20104', '16606', '23078', '11594']"
23445,['10210']
23447,"['22470', '4500', '13126']"
23448,"['4758', '20059']"
23449,"['6369', '14153', '23067']"
23450,"['6401', '14202']"
23451,"['22223', '19183', '489']"
23455,['6147']
23456,['19545']
23457,['9978']
23458,"['5320', '9763']"
23459,"['3836', '9991', '2583']"
23460,"['6864', '3296', '206', '5464', '9387']"
23462,"['11714', '16585', '22099']"
23463,"['13373', '1267', '17176', '8000']"
23464,"['14546', '9734', '21618']"
23467,['6473']
23469,"['13599', '22411', '3000', '12958']"
23470,"['7494', '16219']"
23471,['9021']
23472,"['5722', '9287']"
23474,"['12890', '13398']"
23476,['6532']
23477,"['13798', '16299']"
23478,['7306']
23480,['5550']
23482,"['7823', '7387']"
23483,"['18147', '1960']"
23486,['4045']
23488,"['17572', '22340']"
23491,['9194']
23492,['5186']
23496,"['17519', '19031']"
23498,['13212']
23499,"['18113', '22935', '13464']"
23501,['19184']
23502,['12988']
23503,"['2169', '22527', '6231', '639']"
23504,"['10913', '14032']"
23507,"['9173', '17117', '10742', '20171']"
23508,"['328', '17818', '10956', '17615']"
23509,"['3435', '12825', '16247', '18771', '4757']"
23510,"['2187', '22706', '15981', '10558', '10930', '22253']"
23511,"['11035', '19055', '22340', '4456']"
23512,"['7527', '8890', '18538']"
23513,"['13578', '7847', '13174', '5778', '8612', '16695']"
23514,['6384']
23515,['6236']
23516,"['10757', '11021', '11538', '6790']"
23517,"['12871', '15425', '22853']"
23518,['16775']
23519,['7220']
23520,['18098']
23522,"['12747', '14139', '19274', '18347']"
23524,"['3791', '16541', '11960', '14929', '7625']"
23526,['18361']
23527,['22071']
23530,"['11915', '8826', '14745']"
23531,['22056']
23533,"['3567', '3053', '4580', '6681', '14385']"
23535,"['18473', '20540']"
23537,['19617']
23538,['1503']
23539,"['20349', '20262']"
23540,"['13283', '10606']"
23541,"['21639', '1027', '5665']"
23542,"['6252', '21870']"
23543,"['21767', '23079']"
23544,"['3436', '632', '17702', '10657', '11629', '9490', '7876']"
23545,"['18976', '1728']"
23546,"['7708', '1283', '14775']"
23547,['9449']
23548,"['4473', '16105', '18843']"
23549,"['14447', '22940', '7137']"
23550,['11084']
23552,"['8230', '5885', '7803', '8410']"
23555,['1255']
23556,"['15681', '21241', '3052', '3537', '12362']"
23559,"['6720', '19010', '11818', '1070']"
23561,"['9276', '1958', '11203']"
23562,"['20643', '14347', '11347']"
23563,"['6148', '8420']"
23564,['22043']
23565,['12957']
23566,"['8325', '5039', '7097', '7082']"
23569,"['4993', '4677', '1262']"
23570,"['18235', '22062', '4152', '20193']"
23571,"['21669', '7491', '7309']"
23572,"['11875', '6129', '18232', '4048']"
23573,"['19583', '11733', '15198', '5896']"
23577,['21900']
23579,"['9872', '3220', '13151', '7284']"
23580,['21921']
23581,"['18395', '20945', '22734', '5421']"
23582,['23180']
23584,"['23053', '17705']"
23588,"['371', '13222']"
23591,"['19608', '3214']"
23592,"['11324', '19744']"
23594,"['12291', '17516']"
23596,"['15978', '19355', '20253']"
23597,"['7334', '21992', '2384', '11412']"
23598,"['12035', '3258']"
23604,"['3398', '19358']"
23605,"['9668', '3072']"
23606,"['14297', '8826']"
23608,['17229']
23611,['11495']
23612,['14731']
23613,['1473']
23614,"['3652', '8769', '958']"
23615,['10522']
23617,"['6175', '7309', '18103']"
23619,['17719']
23623,['8762']
23624,"['18263', '8810', '10772', '3450']"
23625,"['14440', '305']"
23627,['22446']
23628,"['6290', '13172', '14516']"
23630,"['14174', '4364']"
23632,['7499']
23634,"['4024', '2890', '23160', '3112']"
23635,"['8411', '8886']"
23638,"['651', '2219', '12224', '14687', '9110', '22867']"
23639,"['20871', '10101', '14644', '1622', '292']"
23640,['15943']
23641,"['9575', '18006', '20675', '17418']"
23644,"['4157', '22232']"
23645,['19881']
23647,"['21976', '16731', '15141']"
23648,['4908']
23649,"['15277', '12060', '4637']"
23650,"['8980', '3819']"
23652,['20842']
23654,"['16787', '23303', '5977', '21310']"
23655,"['22633', '2732', '16496', '23632']"
23656,"['20650', '19075', '6821', '23174', '15246']"
23657,"['8385', '17690', '1042', '16116', '18769']"
23658,"['5112', '6665', '11225', '16158']"
23660,['12840']
23661,"['15586', '3808']"
23662,"['6551', '2025', '4280', '13708']"
23664,"['17520', '6147']"
23666,"['14407', '3415']"
23667,"['7784', '5952', '5177']"
23668,"['1583', '4892', '14947', '5157']"
23670,"['3450', '10772', '17889']"
23672,"['13107', '3114']"
23673,['23207']
23674,"['23342', '19209']"
23676,"['21597', '22711']"
23677,"['20643', '18988', '8459', '14681', '9882']"
23678,"['3157', '2845', '21394', '15445', '12644']"
23680,"['20554', '20527', '5685']"
23681,['2480']
23682,['4438']
23683,"['7135', '20278', '20946']"
23684,['5300']
23685,['16530']
23686,"['17339', '2530', '3606']"
23687,['5717']
23688,"['7874', '22094', '21599']"
23689,"['23176', '15556', '20875']"
23691,"['9754', '14937', '2141']"
23692,"['13019', '13797']"
23694,"['17816', '13598', '5542']"
23696,['23169']
23697,"['7152', '14540', '5036', '5414']"
23700,"['3101', '10825', '20883']"
23701,"['13726', '8513']"
23704,"['16085', '8106']"
23705,"['10271', '22545']"
23706,"['19033', '21954']"
23707,"['17247', '21048']"
23708,"['19853', '17579', '4972', '12566', '1705']"
23709,['22469']
23710,['5194']
23711,['15211']
23712,['4811']
23713,['21146']
23714,"['1984', '18720', '14990']"
23715,"['9075', '6945']"
23716,['8509']
23717,"['14365', '945', '5816', '10467']"
23719,['68']
23720,['8181']
23721,"['4195', '3897', '7093']"
23722,"['23001', '2711']"
23724,"['23172', '3965']"
23728,['20419']
23731,"['4866', '1718', '1424', '2234', '1269', '7716']"
23732,['19870']
23733,['2628']
23734,"['19893', '6462']"
23735,"['11734', '13093', '19996']"
23736,['23375']
23739,"['1701', '22262']"
23740,"['6545', '16580', '4629', '9606', '11148']"
23743,['4292']
23745,['4299']
23746,"['17674', '8857']"
23747,['19036']
23748,['17779']
23749,['7894']
23750,"['21996', '23276', '20388']"
23753,"['19876', '4283', '22443', '1207']"
23754,['21234']
23755,"['12045', '18109', '22737']"
23759,"['22445', '1304']"
23760,"['17229', '22985', '1420', '13731']"
23762,"['5210', '10169']"
23763,"['14745', '7249', '13764']"
23764,"['19089', '635', '1760']"
23767,['5209']
23768,"['19204', '19318', '19001', '8646', '23246', '5575']"
23769,['19735']
23770,"['9650', '16133', '23605', '6363']"
23771,"['21604', '16009', '5912']"
23773,['16534']
23774,"['5545', '19569', '9672', '23188', '19344', '22734']"
23776,['5573']
23777,"['899', '18709']"
23778,"['15438', '7715']"
23782,['5062']
23783,"['4871', '22059']"
23784,"['23443', '4750']"
23785,['656']
23786,['17167']
23787,['7385']
23789,"['1274', '15995', '8058']"
23790,"['437', '10769']"
23791,"['2957', '6315']"
23792,['22856']
23793,['6818']
23794,"['7655', '2398', '15433', '1105', '4887']"
23795,"['11664', '16401', '13357']"
23796,"['21982', '22234']"
23797,['2913']
23799,['19197']
23801,"['11536', '20043']"
23802,"['13782', '22446', '9500']"
23804,"['7584', '853']"
23807,['575']
23808,"['3570', '23511', '21325']"
23809,"['11156', '2828']"
23810,['15958']
23812,"['8862', '18576', '11551']"
23813,"['4649', '7430']"
23816,['16127']
23817,['5565']
23818,['5665']
23819,"['10627', '368', '23143']"
23821,['13343']
23822,"['10627', '21247']"
23823,"['8181', '8881']"
23825,['22982']
23827,['19785']
23828,['167']
23831,"['8584', '18086', '11799']"
23832,"['23108', '20643']"
23833,"['21838', '9491']"
23835,"['3829', '10449', '2059', '23305', '19084']"
23838,['4341']
23839,['13148']
23840,"['13761', '1143']"
23841,['21607']
23842,"['1826', '18006', '528', '17577']"
23843,['14118']
23844,"['9956', '11400', '21422', '12393', '4742', '6816']"
23845,"['21540', '16007', '20339']"
23846,"['22782', '11983', '17055', '20896', '20715', '7']"
23847,"['10273', '6830']"
23849,['6763']
23850,"['7650', '8512', '15048', '19307', '6006']"
23851,"['5675', '17519']"
23854,['11506']
23856,['16005']
23859,"['11308', '13420']"
23862,"['17669', '22489', '7126', '3378', '17402', '13190']"
23863,['16172']
23866,"['19882', '14481']"
23867,"['11662', '8899', '11904', '11350', '17754']"
23868,['23522']
23869,"['5339', '21294', '7852', '457']"
23871,"['14967', '7097']"
23872,['16435']
23876,"['7290', '7297']"
23878,"['19381', '9513', '21723', '18218', '12616']"
23879,['8894']
23880,"['6493', '9148', '12191', '3931']"
23882,['3107']
23883,['19073']
23884,"['17746', '12766', '19208', '15063', '8021']"
23885,"['1885', '2793']"
23886,"['23700', '9676', '22911', '19185', '21259']"
23887,"['19259', '22042', '21183']"
23888,['20620']
23889,['22823']
23892,['3189']
23894,"['6537', '5681', '877', '13522']"
23895,"['22233', '19098', '8279', '6241', '8405']"
23896,"['16585', '6560', '7054']"
23897,"['22754', '10690']"
23898,"['20628', '18495', '16394', '16137']"
23899,['12743']
23900,"['8662', '8367']"
23901,"['9566', '6055']"
23903,['6288']
23904,"['23005', '1525', '12142', '6094']"
23908,['22260']
23909,"['6391', '17422', '3700']"
23910,"['3385', '13135', '1261']"
23911,"['18169', '12936']"
23912,['4231']
23913,"['21465', '15666', '16079']"
23916,['3631']
23918,['2166']
23919,['10076']
23920,['8301']
23921,"['502', '20613', '4134']"
23923,['3990']
23924,['9450']
23927,"['23025', '6054', '5624', '3167']"
23928,"['7757', '2928', '18197', '9626', '9554']"
23930,"['19699', '9881']"
23931,['7806']
23932,['15101']
23933,['9475']
23934,"['23258', '1839', '23726']"
23935,"['20868', '13997']"
23936,"['4830', '8854', '7455', '12359']"
23937,"['1832', '5367']"
23938,['21962']
23940,"['10253', '1767']"
23943,"['18886', '10374', '7902']"
23944,['21276']
23945,['16522']
23946,"['4421', '11903']"
23947,"['769', '20422', '21098']"
23948,"['7622', '23715']"
23949,"['23256', '21857']"
23950,['73']
23951,"['5005', '20215', '16153']"
23952,"['13275', '4719']"
23953,"['3474', '8810']"
23956,"['14311', '15296']"
23957,['7668']
23959,['12754']
23960,['8274']
23962,"['7934', '19839', '11767']"
23963,"['3095', '394', '828', '4054']"
23964,"['9103', '5850']"
23965,"['22032', '19540', '4827', '22429', '5917']"
23966,"['13933', '22473']"
23967,"['4223', '2123', '5063']"
23969,"['9063', '10841']"
23970,"['8219', '20558']"
23971,['2573']
23973,"['20278', '22910']"
23974,['5658']
23975,"['17006', '3545', '6973', '23176']"
23976,['23477']
23977,"['5018', '10669']"
23978,"['22448', '13026']"
23979,['13332']
23981,"['17476', '16003', '53']"
23982,['2306']
23983,"['16958', '7257']"
23986,"['22212', '20955']"
23987,"['18644', '6479', '4624']"
23990,['7261']
23991,"['10058', '22461', '11836', '2568', '17329']"
23992,['12550']
23994,"['11355', '14778']"
23995,"['8412', '7826']"
23997,"['10062', '16460', '22598', '11573', '23330']"
23999,"['3075', '18085']"
24002,['21092']
24003,"['16184', '5533']"
24004,['10864']
24005,['20610']
24006,"['10479', '14366', '21485']"
24007,"['23357', '1975', '14144']"
24008,"['8549', '21977']"
24009,['2349']
24010,"['1279', '15972', '1191', '2861']"
24011,"['2544', '20114', '13243', '13727']"
24012,['22867']
24013,"['15727', '2339', '19473', '12802', '12184', '8440']"
24015,['3924']
24018,"['7584', '14571', '6116']"
24019,['8194']
24020,"['5777', '16473', '5262', '10314', '13981', '16605', '2902', '6437']"
24022,"['12858', '13512']"
24023,"['1708', '7718']"
24024,"['13768', '3619']"
24025,['23001']
24026,"['17894', '16761', '7918']"
24027,"['16185', '18206']"
24028,"['17967', '3282', '21047', '16321']"
24029,"['1473', '18925', '23612', '16601']"
24030,['15667']
24031,"['1811', '680', '14135', '1472', '617', '16990']"
24032,"['1274', '21636', '20821']"
24034,"['6011', '16210', '4154']"
24035,"['14721', '1844', '13862']"
24036,"['64', '14617', '18874', '19098']"
24037,['18673']
24039,['18550']
24040,['20111']
24041,['23982']
24043,"['2219', '19621', '8841', '19931']"
24046,"['917', '19351']"
24047,['21617']
24048,['3276']
24052,"['3736', '4604']"
24054,"['20737', '12932', '6275', '19073']"
24056,['7814']
24057,['10451']
24059,"['11277', '11129', '21741', '22587']"
24063,['16127']
24065,['14453']
24066,"['19601', '16403', '4221']"
24067,"['23549', '2842', '10976', '9266', '5097']"
24070,['10234']
24071,"['8428', '3902', '12577', '3697']"
24074,['16958']
24075,"['21577', '6543']"
24076,"['5085', '17183', '8700', '5335']"
24077,['1017']
24078,"['15612', '19386', '17387']"
24079,['1583']
24080,"['9798', '10240', '20185']"
24081,"['22529', '11330', '17039']"
24083,['8036']
24084,"['1006', '14195']"
24085,"['16452', '5630', '2119', '8711']"
24087,"['153', '16742', '16541', '16917', '12887', '3791']"
24090,"['7828', '19392', '17959']"
24092,['17593']
24093,['10971']
24094,"['326', '2823', '10694']"
24096,['7922']
24097,"['13144', '19812', '14377']"
24099,"['21084', '12260', '9032']"
24100,"['21281', '832', '4291']"
24102,['17891']
24105,['11013']
24106,['7004']
24107,"['18354', '9273']"
24109,['17059']
24110,"['4485', '359', '13991']"
24111,"['14351', '2208', '24085']"
24112,"['12192', '10508', '18564']"
24113,"['18570', '3376', '5612']"
24114,['10381']
24115,"['23712', '2728']"
24116,"['11193', '5920', '9421', '3993']"
24117,['17928']
24118,"['22430', '13610']"
24119,['18475']
24120,"['13455', '13483', '13095']"
24121,"['706', '8287', '7088', '17708', '20320']"
24123,"['11587', '7586']"
24124,['18298']
24125,"['20362', '16597']"
24128,"['8090', '6662']"
24130,"['20325', '15691', '11318', '9402', '4755', '13862']"
24131,"['15574', '5979']"
24132,['23211']
24133,"['12064', '1569']"
24134,"['19131', '5279']"
24135,['16587']
24137,['20042']
24138,"['12037', '1651', '5710', '13278', '5872']"
24139,"['10715', '19005', '4464']"
24140,"['18613', '16558']"
24141,"['6755', '17074', '23553']"
24142,['20796']
24144,"['20358', '18951', '21458', '18832']"
24146,"['6576', '8977', '7305']"
24147,"['11940', '8119', '2256']"
24148,['23789']
24149,['21760']
24150,"['22379', '1500', '1747', '13652']"
24152,"['7834', '3564', '14592']"
24153,"['14155', '16343', '4839']"
24154,['22616']
24155,['21029']
24156,"['1601', '10418', '13788']"
24157,['10643']
24159,['2602']
24160,['18333']
24161,"['11315', '16747', '8095', '9556', '18366', '20725', '21773']"
24162,['8984']
24165,"['2084', '2258', '10726', '16989']"
24166,"['23201', '18596', '4530']"
24167,"['14980', '14518']"
24168,['19579']
24169,"['13885', '3296', '206', '4167']"
24170,"['17638', '11122', '14924', '23469', '16714']"
24171,['10632']
24172,['20802']
24173,"['10854', '3393']"
24174,"['17013', '2475', '3149', '21590']"
24175,['309']
24176,['16085']
24177,"['3888', '11245', '15714']"
24179,"['22086', '17632']"
24180,"['7322', '1375', '3521', '17129', '16163']"
24181,"['22531', '2144']"
24183,"['9470', '18194', '17065', '2791']"
24184,['3353']
24185,"['21573', '1901', '9260', '13155']"
24186,['14430']
24187,"['6003', '11195', '415']"
24188,"['4716', '13209', '8176']"
24189,"['1921', '276']"
24192,"['3568', '21010']"
24193,['5987']
24194,"['15518', '11002']"
24195,"['8572', '13045', '16365', '19325', '14395', '497', '22880', '22171']"
24196,['10105']
24197,"['3268', '19916', '16594', '2343']"
24198,['15524']
24200,"['1476', '3147', '5872']"
24201,['15606']
24203,"['2467', '11564', '24011']"
24204,"['3581', '17503', '2578']"
24205,['19033']
24207,"['14686', '23639']"
24208,['23634']
24210,['8725']
24211,"['23469', '721', '23']"
24212,['5264']
24217,"['8901', '1107']"
24219,['4473']
24221,"['4865', '20500']"
24222,['20669']
24223,"['8257', '14348']"
24225,"['12729', '12518', '14163', '3412', '13606']"
24226,['12455']
24227,"['12814', '14114', '20727', '12095', '9160', '13595', '12849']"
24230,['5151']
24233,"['21764', '11781', '15018', '1553']"
24234,"['19353', '19943', '1946', '9253', '10727', '23108', '13826']"
24235,"['18711', '19165']"
24236,['59']
24237,"['23071', '21907']"
24238,"['20540', '16207']"
24240,"['3402', '13029']"
24241,['11184']
24242,['14014']
24243,['3086']
24244,['18502']
24245,"['22', '2433', '21553', '15485']"
24246,"['13319', '8004']"
24248,"['20158', '10733', '6228', '16585']"
24249,"['4704', '5429', '9240', '12481']"
24250,['15440']
24251,"['5676', '22584', '15118']"
24252,"['18963', '21969']"
24253,"['8350', '9548', '2387']"
24254,['14775']
24256,"['22255', '23507', '10201']"
24258,['12942']
24259,['4933']
24262,"['16647', '17960']"
24263,"['5238', '9322', '20846', '5251']"
24267,"['17034', '3725', '1296']"
24269,['21575']
24270,"['1057', '19882']"
24271,"['5392', '2374', '2197', '9859']"
24272,['22083']
24273,"['12529', '3137', '16079', '9170', '6430', '20334', '18494']"
24274,"['2636', '11708']"
24275,['20083']
24276,['7402']
24277,['1573']
24278,"['7275', '19995']"
24279,"['20892', '20995', '3223', '11753', '215', '10130']"
24281,"['3655', '13550', '9992', '7248']"
24282,"['2491', '22132']"
24283,"['11017', '7386', '18740', '22388']"
24284,"['23540', '21101', '8533', '11407']"
24286,"['20044', '14535', '9739', '19997']"
24289,"['13020', '24274', '18406']"
24291,"['23533', '9950']"
24292,['17956']
24293,"['6921', '14197']"
24294,"['22774', '9490', '8138']"
24298,['5210']
24302,['18681']
24303,['14280']
24304,"['8266', '7066', '8517', '9959', '2866', '13109']"
24305,['4092']
24306,"['22269', '6527', '12866']"
24307,"['23879', '24274']"
24308,['20870']
24310,"['20505', '18351']"
24312,"['1047', '3684', '2700']"
24313,"['21200', '1734']"
24315,"['17414', '8008', '16271', '20487']"
24316,"['2481', '7734']"
24317,"['3140', '18770', '12617']"
24318,"['21145', '20209', '2951', '20588']"
24320,"['11928', '1747']"
24321,"['19922', '10578']"
24323,"['24278', '10893']"
24324,['17779']
24325,['21075']
24326,"['20266', '3113', '15540', '19213', '23549', '347']"
24327,['4778']
24329,['22317']
24331,"['50', '7932', '15377', '12514']"
24335,"['23953', '23624']"
24336,"['4557', '4815']"
24337,"['8857', '11759']"
24338,"['21803', '12420']"
24339,"['16806', '13964']"
24340,"['1560', '5242']"
24341,"['7523', '13282', '79', '8770', '7237']"
24342,['3261']
24343,['22095']
24344,"['12701', '15076']"
24345,['10952']
24346,"['15144', '19801']"
24347,['12546']
24348,"['459', '15344', '12818', '14902']"
24350,"['0', '7']"
24351,"['1664', '16907']"
24352,"['6863', '18889']"
24353,"['22410', '12767', '18375']"
24356,"['23496', '10619']"
24357,['23689']
24358,"['22008', '10309', '12483', '18987']"
24359,"['17928', '14990', '1361']"
24360,"['5090', '5170', '16670', '21201']"
24361,"['17069', '21685', '14945']"
24362,"['8052', '23571', '2615', '1046']"
24363,"['6097', '3724', '10380', '362']"
24364,"['2921', '3322', '6697']"
24365,['8578']
24367,['17033']
24369,['17674']
24370,"['1832', '5367']"
24371,"['10632', '4427', '8689']"
24373,"['16021', '3014']"
24374,"['19569', '18967', '12416', '19344']"
24375,"['10219', '12986']"
24376,['16021']
24379,['9020']
24380,"['15198', '15609', '21682']"
24381,['77']
24382,"['6681', '734']"
24383,"['8660', '10077', '14652', '7616']"
24384,"['276', '14293']"
24385,['18449']
24386,"['17715', '19804', '17822', '21763', '18934']"
24388,"['9784', '9358', '7898']"
24389,['17392']
24391,"['1484', '7828', '19392', '17459', '9524']"
24392,"['3198', '17634', '4961']"
24393,['5503']
24394,"['237', '10307', '7090', '20948']"
24395,['16838']
24396,"['8534', '14241']"
24397,"['16651', '21878', '8033', '3406', '14001']"
24398,['21474']
24399,['16900']
24400,['15068']
24402,"['22842', '15007', '21091', '2698', '23017', '14510', '8467']"
24405,"['10717', '19428']"
24407,"['11575', '9201', '15657', '23795', '21999']"
24411,"['7314', '6892', '17173', '8233', '2435', '17810', '10982']"
24412,['16711']
24413,"['2036', '13908', '11200', '5591']"
24414,"['4160', '19297', '23367', '19886']"
24415,['19513']
24416,"['7225', '21116', '10333', '12703', '21527', '14127']"
24417,['15563']
24419,"['139', '17201', '7202']"
24420,['6007']
24421,"['8877', '21031', '8211', '7018']"
24423,['11141']
24425,"['8436', '18716']"
24426,"['9613', '17384']"
24427,"['10557', '10117']"
24433,"['4767', '1194', '16062']"
24434,"['18921', '13860', '7111', '12883', '7605', '2553', '6201']"
24435,"['16403', '297']"
24436,"['11785', '19901']"
24437,['15387']
24438,"['3205', '6280', '16890', '14569', '7955', '909']"
24439,"['2169', '2635', '11982', '22381', '12095']"
24440,"['24226', '11257']"
24441,"['20836', '21843', '9705', '15440', '17077', '12491', '22078']"
24442,"['8487', '19099', '4782']"
24443,"['5734', '20285', '12997', '8056', '7379']"
24445,"['8078', '7184', '22150']"
24446,"['4330', '16547']"
24447,"['10665', '11600']"
24450,"['12829', '14951']"
24451,['9208']
24452,"['12434', '2447', '7731', '14384']"
24453,"['15461', '11776', '14747']"
24456,['79']
24457,"['18539', '6397']"
24458,"['1269', '1424', '7716', '24370']"
24459,"['10429', '3324', '10878', '7607', '1825']"
24461,['6929']
24462,['23055']
24463,"['8661', '12146']"
24464,"['22261', '22555', '14138']"
24465,['1471']
24466,['12915']
24467,"['5864', '14510', '15206', '13874', '20288']"
24468,"['1633', '6641']"
24470,"['10665', '5285', '15946']"
24472,"['276', '7308', '18096']"
24473,"['21020', '23310', '17141']"
24474,"['3556', '18875']"
24475,"['4070', '7554', '12517', '1104', '17212']"
24476,"['9922', '17859', '17555', '18318']"
24477,"['16026', '17363', '9643']"
24482,"['17394', '22239', '3619']"
24485,"['16244', '16257']"
24486,"['16357', '13560']"
24487,"['20377', '11050', '525']"
24489,"['19617', '13589', '1172']"
24490,"['15449', '18786', '19729']"
24491,"['13582', '11880']"
24492,"['17451', '14070', '5745', '20660', '17322', '12113']"
24494,['10271']
24495,"['7211', '20979']"
24497,"['22454', '3753', '18708', '14402', '23526']"
24498,"['778', '19547', '22668', '13624', '19010', '11818', '21839']"
24499,"['10465', '19814']"
24502,"['14470', '24386', '16192', '18496', '12989']"
24503,"['17025', '14783', '14709']"
24506,"['2047', '14330']"
24507,"['15796', '21821', '3501', '4557']"
24508,"['16052', '22846', '11197', '10122', '14254', '6993']"
24509,"['2153', '7426', '2310']"
24510,"['21986', '5548', '9445']"
24511,"['13389', '17184', '17679', '18988', '5649']"
24512,"['20375', '12869', '5259', '14726']"
24513,"['19551', '16350', '6776', '8154']"
24514,['1131']
24516,['9568']
24517,['18979']
24518,['998']
24520,"['17696', '17866', '12572', '20158', '16209']"
24521,"['17542', '2347', '11418', '15888']"
24522,"['16407', '10665', '12780', '8822', '12247']"
24523,"['11230', '8770', '8157']"
24524,"['19444', '2419']"
24525,"['13394', '6327', '1652', '17998']"
24527,"['20901', '18035', '18063', '4567']"
24529,"['8458', '13648', '21085', '3718']"
24530,"['15992', '1742', '22083']"
24531,"['4918', '1751', '16726']"
24532,"['18121', '293', '6683', '4303', '5755']"
24533,['9968']
24534,['21991']
24535,"['12573', '17788', '24', '5141', '22316']"
24536,['372']
24537,"['18937', '12373', '22764']"
24538,"['18772', '21837']"
24540,"['20255', '980', '8333', '15900']"
24541,['24273']
24542,"['6139', '9324', '10903', '8556']"
24545,"['15232', '11186', '2081', '1673', '9516']"
24546,"['2234', '18657', '10902']"
24548,['5253']
24549,['11802']
24550,"['15049', '5603', '7843']"
24551,"['12381', '18797']"
24552,"['21587', '15497']"
24554,['2913']
24555,['3482']
24556,"['1131', '23451']"
24559,"['17549', '20676']"
24561,"['16070', '15362', '3913', '19668', '3842']"
24567,['190']
24568,"['3324', '2922']"
24569,['4178']
24571,['2520']
24573,['1546']
24574,"['3092', '24204', '3009', '6589']"
24575,['19619']
24576,"['79', '17048', '8807']"
24577,"['17238', '1627']"
24578,"['6920', '1356']"
24579,"['13524', '12477']"
24580,"['11478', '3908']"
24582,"['4668', '3536', '6181']"
24583,"['23930', '7065', '9774']"
24584,"['21617', '21107', '11245', '19582', '15930']"
24585,"['18639', '9313']"
24587,"['18441', '11625', '24358', '4434', '13962']"
24588,"['22464', '6003', '3996']"
24589,['18693']
24590,"['7289', '21620', '6082', '24403']"
24591,"['24540', '1968']"
24592,"['16744', '19652']"
24593,['7421']
24594,"['4143', '16986']"
24595,['738']
24597,['18887']
24599,"['17776', '4446', '6586']"
24600,"['20486', '17348', '4359']"
24601,"['48', '24304', '19051', '9584', '5800', '20144']"
24603,"['24468', '12345']"
24604,['1845']
24605,"['17392', '10076']"
24606,"['14165', '23194', '21660', '14486']"
24607,"['21721', '18993', '8156']"
24608,"['10761', '14417']"
24609,['12130']
24610,['22781']
24613,"['6885', '23123', '2972']"
24614,['18017']
24616,"['19289', '20629', '8764', '3813']"
24617,['10678']
24619,"['19873', '23688', '1933', '1599', '7988']"
24620,"['12125', '3218', '2670', '15191', '4024', '24136']"
24621,['12993']
24622,"['20244', '23464', '1706', '3826', '9423']"
24623,"['7497', '23190', '23099', '655']"
24624,"['5129', '9994']"
24626,['12045']
24627,"['8901', '16276', '20949']"
24629,"['14714', '14242', '1694', '173', '23135']"
24630,"['726', '23085']"
24631,"['954', '2125']"
24632,"['6627', '11332', '688']"
24633,"['14007', '3114']"
24634,"['23647', '12820', '2358', '22982', '15011']"
24636,"['14850', '19372', '8569', '915']"
24637,['24362']
24642,"['9688', '6242']"
24643,['8704']
24644,['9177']
24645,"['9399', '13514']"
24646,"['11214', '8932', '19601']"
24647,"['16882', '4876']"
24648,"['12968', '915', '2069', '22489']"
24649,"['22009', '19451', '2743', '3077', '19539']"
24650,"['13951', '23149', '3142', '17002']"
24652,['20546']
24653,"['12250', '4968', '20346']"
24654,['6374']
24655,"['9566', '3684', '11642', '6307', '22445']"
24657,['14640']
24659,"['3341', '11028']"
24660,"['30', '23096', '21427']"
24661,['5047']
24662,"['4505', '19137']"
24665,"['8568', '14825']"
24666,"['11748', '886', '3306']"
24667,['15840']
24668,"['7754', '2449', '1951']"
24669,"['15814', '16428', '7800']"
24670,"['23768', '1656', '2504']"
24671,"['20937', '15144', '11681']"
24672,['4528']
24673,['6732']
24674,['16414']
