node1,node2
10243,['5412']
10246,['8045']
10248,"['7364', '6332']"
10251,"['3533', '6150', '171']"
10252,"['5191', '885', '9420']"
10253,"['5064', '4603']"
10256,"['6225', '901']"
10258,"['950', '1890']"
10262,['637']
10269,['9409']
10270,"['269', '8839', '3595', '6039']"
10272,['4456']
10276,['2865']
10278,['2777']
10279,"['6256', '4138']"
10281,['8589']
10282,['8854']
10283,['1927']
10287,"['5869', '1177']"
10288,"['9024', '5772', '7323', '10233']"
10289,"['10238', '2458']"
10290,['6909']
10292,['1604']
10293,"['3461', '8077']"
10296,['2025']
10299,"['8896', '8584']"
10300,"['9380', '5309', '8517']"
10301,"['263', '140', '6106']"
10302,['142']
10305,['7348']
10310,"['209', '4554']"
10311,['531']
10315,['804']
10316,"['5698', '4800']"
10317,['1420']
10319,"['7062', '8107']"
10322,['9470']
10324,['7982']
10327,"['8185', '5864', '6762']"
10328,['2048']
10330,['4003']
10331,['3866']
10333,['7005']
10334,['9316']
10338,['853']
10340,"['1482', '305', '10133']"
10346,"['1317', '9984', '9606']"
10347,"['9466', '1388']"
10350,"['6524', '8970']"
10351,['1892']
10352,"['211', '7949']"
10353,"['9993', '6056']"
10354,['10221']
10355,['7347']
10357,"['5902', '3411']"
10359,['295']
10361,['3251']
10365,"['8635', '5140', '4557', '3473']"
10366,"['2066', '4885']"
10367,['3156']
10370,['4031']
10373,"['5737', '3992']"
10376,"['1697', '9368', '2577', '6571']"
10377,['7979']
10378,['2215']
10379,"['9783', '10290']"
10380,['4822']
10381,['1486']
10382,['5497']
10386,['10222']
10388,['10147']
10392,"['440', '6115', '2476']"
10393,['565']
10397,"['6801', '6900']"
10402,['4424']
10405,['1223']
10407,"['5746', '2644']"
10411,['9019']
10412,"['5961', '7225']"
10417,"['9285', '4180', '4812']"
10418,"['6793', '403']"
10419,['3103']
10421,['4673']
10422,['8308']
10424,"['8740', '3222', '3148', '4886', '7817', '265', '8889']"
10425,['5151']
10428,['4047']
10429,['6210']
10430,['7571']
10432,['5972']
10433,"['321', '10364']"
10435,['2472']
10436,"['7492', '6803']"
10437,"['9980', '529', '749']"
10438,['10392']
10439,['936']
10440,['746']
10441,['9117']
10443,"['7538', '1017', '1079']"
10444,"['4817', '4873']"
10449,['3541']
10451,"['5647', '5076']"
10455,['8032']
10458,['1062']
10461,"['7578', '9496']"
10469,['2371']
10472,"['8339', '3486', '5938']"
10473,['3782']
10474,['2710']
10476,['5484']
10478,['10060']
10479,"['8858', '9779']"
10482,['587']
10485,['5771']
10490,"['637', '4257', '4183', '9546', '6608']"
10494,['5665']
10495,['1798']
10496,['3847']
10497,['4998']
10498,['8605']
10502,"['5006', '793']"
10505,"['477', '3872']"
10508,"['7964', '1997']"
10509,['6971']
10511,"['5151', '6903', '6362']"
10513,['10278']
10516,['660']
10518,"['6105', '3405']"
10519,"['4713', '282']"
10520,"['9155', '8232', '9906']"
10522,['1076']
10523,['589']
10525,['4570']
10526,"['4838', '2333', '1648']"
10527,['2732']
10530,['6771']
10531,['6334']
10532,"['5053', '7680', '150']"
10536,"['5786', '6137']"
10537,"['2652', '1650']"
10539,"['8941', '1502']"
10540,"['8217', '7322']"
10542,"['4724', '6024']"
10545,['8045']
10546,['3174']
10548,"['565', '8604']"
10549,['2869']
10552,"['1559', '7230']"
10555,['3831']
10557,['298']
10562,['6036']
10565,['5255']
10569,['22']
10571,"['5435', '9796']"
10572,['7901']
10574,['6945']
10576,['8267']
10580,['5227']
10584,"['7022', '519']"
10586,"['6579', '3712']"
10589,"['5482', '3260']"
10591,['832']
10593,['931']
10594,"['63', '9632']"
10596,['3528']
10597,"['8616', '264', '9072', '5232']"
10598,['8423']
10603,['7253']
10605,"['5245', '7193']"
10607,['1776']
10608,"['4175', '9923', '3107', '5006']"
10615,['6285']
10616,"['1057', '817']"
10617,['305']
10623,['9011']
10626,['7205']
10627,['7331']
10628,['1580']
10629,['1388']
10630,['4658']
10634,['2308']
10637,"['4323', '1043']"
10638,['2608']
10640,"['6801', '2917']"
10647,"['5382', '10032']"
10648,"['2509', '10384']"
10650,['8718']
10654,['8258']
10655,['1452']
10663,"['9347', '9988', '7003', '1912']"
10664,"['9880', '7485', '1135']"
10665,"['2292', '2711']"
10666,['8106']
10669,"['3762', '9837', '4096']"
10671,"['4575', '6607']"
10676,"['5091', '10192']"
10678,"['5067', '3401']"
10681,['5267']
10682,['5591']
10684,['1965']
10685,['9491']
10689,['1304']
10693,"['6322', '312']"
10696,['10234']
10700,['3430']
10704,"['8315', '6348']"
10705,['7224']
10706,['7022']
10709,"['9116', '8143']"
10711,['5604']
10714,['9261']
10715,['10407']
10717,['7401']
10718,['9279']
10722,['2252']
10723,['1071']
10725,"['3629', '2989']"
10728,['7646']
10729,"['4414', '9978']"
10731,['9714']
10732,"['1080', '4518', '1591']"
10733,['5513']
10735,"['9277', '7540', '19']"
10736,['9675']
10739,"['6351', '3678', '6156', '4888']"
10745,"['8478', '746']"
10747,"['1484', '1072']"
10753,"['10678', '7181']"
10757,['2974']
10759,"['8130', '629']"
10762,['9984']
10765,"['8607', '3377', '8334', '9010', '218']"
10770,['5510']
10772,['7912']
10774,['8790']
10776,['5129']
10780,"['2272', '6034']"
10782,"['2455', '4864']"
10783,"['3939', '6696']"
10787,['9718']
10788,"['7153', '1753']"
10790,"['1235', '5749']"
10791,['5608']
10792,"['9103', '7732', '5850', '37']"
10793,['5752']
10796,"['10220', '9405']"
10798,['8451']
10800,['9623']
10801,"['4589', '9243']"
10802,"['8197', '8543']"
10804,['5276']
10805,['1355']
10807,['3561']
10808,['7483']
10810,['2624']
10814,['8737']
10817,['7808']
10818,['837']
10819,['160']
10821,"['8644', '3310']"
10825,"['9919', '4651']"
10828,['1010']
10829,['6135']
10830,"['5720', '426']"
10831,['9167']
10836,['4049']
10839,"['5367', '3159']"
10844,['5418']
10849,"['1661', '9976']"
10850,['3914']
10852,['3206']
10854,['1109']
10855,"['5617', '4661', '5517']"
10860,"['2969', '7235']"
10865,['5889']
10867,['480']
10868,"['10767', '3593']"
10869,"['1015', '5791']"
10870,['4214']
10871,['5363']
10875,['6488']
10876,['8673']
10878,['548']
10879,['975']
10882,"['1955', '10455', '7765', '7237']"
10883,"['9262', '1661', '3260']"
10888,"['10719', '9007']"
10891,['3894']
10893,"['2163', '2791']"
10895,"['2742', '6672', '1422']"
10897,['9195']
10899,['10737']
10901,['8989']
10902,"['9951', '8604']"
10904,"['9286', '2414']"
10908,"['9525', '7127']"
10909,['600']
10910,['6461']
10912,['8708']
10915,"['887', '8406']"
10916,['3958']
10922,['8090']
10924,['8954']
10932,"['7758', '4634']"
10933,['9509']
10937,['5246']
10938,['7407']
10941,"['589', '2420', '3447', '5711']"
10942,['4960']
10943,"['1775', '8290']"
10944,"['9211', '6972']"
10946,['7492']
10949,"['8742', '3524']"
10952,['1344']
10955,['4021']
10957,"['7315', '9298', '4503']"
10959,['781']
10961,['10572']
10962,"['1767', '8789']"
10964,['9889']
10966,"['1420', '7525']"
10970,['9470']
10971,"['8652', '5419', '9072']"
10973,"['809', '10082']"
10976,['6025']
10981,['3395']
10983,['2149']
10984,"['7322', '9515']"
10989,['7969']
10990,['5184']
10995,"['5836', '6030']"
10996,['5776']
10997,"['5702', '4094']"
11000,"['9907', '9685', '4990']"
11002,"['2584', '1824']"
11003,"['9560', '2982']"
11004,['5020']
11005,['5100']
11006,"['7386', '4886']"
11007,['7832']
11013,['136']
11015,['8263']
11016,['10767']
11019,['9344']
11020,"['8492', '3759']"
11022,"['6860', '2912', '9051']"
11025,"['10831', '3754']"
11029,['9991']
11030,['8459']
11031,"['7318', '3414']"
11033,['6660']
11036,['9778']
11037,"['2149', '7463']"
11038,['7951']
11040,"['4917', '7912', '1191']"
11041,"['8205', '772']"
11043,['6145']
11044,['6922']
11050,"['3319', '11023', '10657']"
11054,['9175']
11056,['9080']
11060,['3469']
11062,"['2468', '9940', '4874']"
11063,"['10070', '7663']"
11064,"['4663', '3919']"
11068,['5322']
11069,"['9272', '1569']"
11070,['2543']
11072,"['4118', '4754', '7543', '4619']"
11073,['8350']
11074,"['8941', '5111']"
11076,"['3428', '8201']"
11078,"['9468', '5909', '6071', '3412']"
11082,['6606']
11084,['5187']
11086,"['9468', '3412', '6071']"
11091,"['8696', '10379']"
11093,['10731']
11094,['3676']
11097,"['8203', '3314', '5082', '8148']"
11098,"['3021', '10035', '7188']"
11099,['9425']
11100,['7798']
11102,['509']
11103,"['9332', '5174', '5984', '2464']"
11104,"['1048', '1797']"
11106,"['8067', '1550', '9801']"
11107,['2433']
11108,"['10453', '2004', '317', '1056']"
11110,['1289']
11111,['6135']
11116,['4151']
11117,"['3993', '5920']"
11120,['2614']
11122,['4116']
11125,['1469']
11126,['4449']
11127,"['4821', '9008']"
11128,['7842']
11136,['7003']
11137,['9309']
11138,"['3103', '8839']"
11142,"['2163', '4587']"
11144,['5246']
11145,['268']
11147,['2455']
11148,['5614']
11154,['8223']
11155,"['10868', '5804']"
11156,"['6493', '7326']"
11162,['9753']
11164,"['3284', '7384']"
11165,"['3612', '9480', '9703']"
11167,['5734']
11169,['4700']
11172,['5602']
11180,['1088']
11184,['7483']
11185,['5371']
11190,['10272']
11191,['3842']
11192,"['8398', '430', '1149', '1828']"
11193,"['9294', '598']"
11194,['8735']
11195,"['7584', '6589', '6646']"
11196,"['4708', '3201']"
11200,['9354']
11201,['7458']
11203,['7803']
11208,"['2404', '5148']"
11209,"['9887', '3177']"
11214,"['7076', '8345', '9320', '834']"
11215,['5657']
11221,['8661']
11227,"['7020', '2943', '6240', '8193']"
11230,"['9163', '2151']"
11231,['2001']
11232,['2573']
11233,['10234']
11234,['289']
11239,['6663']
11240,"['6113', '9064']"
11241,['6677']
11242,['10359']
11243,"['6645', '965']"
11244,"['9606', '1646']"
11248,"['407', '10977']"
11249,"['7312', '4309', '7357']"
11253,['1322']
11254,"['3768', '8213']"
11255,['5895']
11258,['3347']
11262,"['3648', '2653', '1726']"
11264,"['4606', '7932']"
11265,['4933']
11270,['1459']
11272,['7844']
11273,"['8163', '6044']"
11274,['8440']
11275,['4359']
11277,"['1975', '635', '1760']"
11279,['1330']
11280,['537']
11284,"['2750', '8249']"
11286,['1192']
11291,['8331']
11294,['4978']
11296,['4911']
11297,"['8529', '790', '9721', '2317', '6989']"
11299,['5895']
11301,['3965']
11303,['10261']
11304,"['5166', '808']"
11305,['8434']
11306,['1605']
11308,"['2032', '8224', '999']"
11309,"['881', '6621']"
11311,"['11070', '7670', '3726']"
11312,['11162']
11314,"['1097', '5628']"
11315,['8736']
11316,"['3244', '9506']"
11317,['6965']
11319,['5619']
11321,['6191']
11324,"['629', '8130']"
11326,['8529']
11328,['2072']
11333,"['1803', '2328']"
11335,"['11070', '7670', '3726', '8673']"
11337,['10777']
11341,['9561']
11344,"['3576', '10503']"
11345,"['10772', '3450', '11040', '10746']"
11348,['6858']
11350,"['4020', '6721']"
11351,"['3820', '615', '4204']"
11352,['2293']
11354,"['6255', '119']"
11355,['5261']
11358,"['5145', '10064', '7455']"
11361,"['9275', '113']"
11364,['9569']
11365,['3403']
11367,"['5570', '6656']"
11368,['10735']
11369,['3586']
11370,"['1278', '10753', '7843', '3138']"
11372,"['5962', '4080', '5098']"
11373,"['7486', '5510']"
11377,['4954']
11379,"['6716', '4444']"
11380,"['2360', '1382']"
11381,"['4735', '8589']"
11383,['286']
11389,"['3610', '802']"
11391,"['10650', '2935']"
11392,['668']
11393,['7319']
11398,"['5487', '11194']"
11399,['10959']
11401,['3811']
11405,"['9278', '786']"
11406,['9279']
11409,['10007']
11410,"['4373', '2597']"
11412,"['6054', '11015', '10955']"
11414,"['1226', '5691', '1716']"
11415,['7058']
11416,['11112']
11423,"['3970', '7752']"
11424,['4533']
11426,"['3823', '9103']"
11427,"['4175', '9923']"
11432,"['9674', '4209', '6150']"
11433,"['4775', '5262']"
11436,['3697']
11437,"['9798', '3098']"
11443,['10441']
11444,"['6681', '6658', '3805', '8550']"
11445,['9116']
11447,['9610']
11449,"['3688', '303']"
11450,['9165']
11451,"['8096', '9059', '7239']"
11452,['6763']
11453,['10878']
11455,['8920']
11459,['5279']
11461,"['2881', '10413']"
11462,"['8773', '9330']"
11463,['7415']
11466,['4090']
11471,"['3167', '1018']"
11473,"['2334', '3798']"
11474,"['6755', '8814', '4798']"
11476,['3733']
11478,['5476']
11480,"['1267', '7346', '11280']"
11481,['2599']
11483,['8360']
11484,"['10055', '10145', '5763']"
11487,['1310']
11488,['2241']
11489,['6677']
11493,"['3653', '7633']"
11495,['2112']
11497,['3924']
11498,['6265']
11499,"['1971', '10983', '4135']"
11500,['4649']
11502,['2382']
11506,['9652']
11509,"['9262', '4976']"
11510,['7010']
11513,['5709']
11514,['10919']
11518,"['2140', '664']"
11519,['5644']
11520,['1017']
11521,['10740']
11522,"['6079', '9688']"
11523,"['28', '9952']"
11524,['2419']
11526,"['1348', '781', '4600']"
11527,"['4866', '4593', '7518']"
11528,['1877']
11529,['10238']
11534,['1491']
11535,"['4670', '11044']"
11537,['10650']
11538,['4143']
11543,"['4940', '9423']"
11544,"['4668', '3132', '7018']"
11546,"['4275', '10412', '5810']"
11548,['9136']
11550,['7193']
11551,['6357']
11553,['3996']
11554,['9991']
11555,['7180']
11558,['11249']
11559,"['4367', '6201', '10722', '11547']"
11560,['10134']
11562,['2742']
11563,"['947', '5504']"
11564,"['0', '11338']"
11567,['9903']
11571,"['8054', '4554', '8647']"
11572,"['6367', '3764']"
11573,"['3489', '4443']"
11574,"['364', '11417']"
11576,['10346']
11578,['207']
11579,['7150']
11580,['1984']
11582,['7918']
11583,['1616']
11585,['1150']
11587,"['9005', '11489', '9746']"
11589,['6850']
11591,['9560']
11594,"['10220', '9405']"
11599,['1261']
11601,['8515']
11602,"['2056', '8673']"
11604,['7579']
11605,['522']
11606,['535']
11608,['8195']
11622,"['7265', '5148']"
11624,['8097']
11625,"['7101', '1375', '289']"
11626,['1129']
11632,['2540']
11633,['11415']
11634,"['8169', '9315', '3941', '6682']"
11635,['8599']
11636,['3264']
11638,"['576', '6657', '5813']"
11641,['6607']
11643,"['1411', '1610', '3234']"
11648,"['8849', '10950']"
11650,['5274']
11653,['6573']
11654,['5495']
11656,['6463']
11658,['898']
11659,['10519']
11661,"['2690', '719']"
11664,"['4765', '10698']"
11666,['10330']
11671,['9829']
11672,"['273', '6324']"
11676,['6825']
11681,"['7652', '781']"
11682,['5590']
11683,['2429']
11686,['5246']
11687,['11681']
11688,['10926']
11689,['5557']
11690,['11142']
11691,"['2687', '2977']"
11693,['5267']
11696,['989']
11699,"['3956', '10723']"
11700,"['2534', '7215']"
11702,"['1351', '7236']"
11703,['5926']
11704,"['7280', '11624']"
11706,['1630']
11708,['9494']
11710,"['2260', '10353', '10', '4572']"
11712,"['6899', '8785', '11037', '8365']"
11714,['667']
11715,['940']
11716,['4362']
11719,['10855']
11720,"['11276', '1319', '6202', '6348']"
11721,"['6543', '491']"
11722,"['4900', '6249', '1614']"
11725,['673']
11727,['10007']
11730,['8686']
11731,['10370']
11732,"['10290', '3956', '8725']"
11733,"['261', '8699', '9841']"
11734,['1029']
11735,['5343']
11738,['416']
11740,['1325']
11741,['3269']
11742,['6191']
11744,['5059']
11748,"['201', '1267']"
11749,"['9207', '3145', '74']"
11750,['8420']
11751,"['616', '2313']"
11753,['10600']
11755,['9604']
11756,"['8786', '503']"
11757,"['501', '4168', '6132', '1423']"
11758,['5319']
11762,"['5357', '10357', '5893']"
11764,['5653']
11766,['8258']
11767,"['8184', '11693', '5833']"
11769,['1279']
11772,['4070']
11773,"['4282', '11154']"
11777,['7564']
11778,"['1634', '1170', '8516']"
11779,['7990']
11781,"['10020', '1561']"
11782,"['10848', '1329']"
11783,['6243']
11784,['4089']
11785,"['1506', '10620', '10974', '10902', '3861', '6505']"
11786,['4095']
11787,['296']
11789,"['9381', '5730']"
11790,"['74', '4326', '6812']"
11791,"['7228', '5709']"
11792,['3729']
11797,['2896']
11798,['824']
11800,['10640']
11803,['6576']
11805,"['5011', '7776', '5287']"
11806,"['3398', '11572']"
11810,['5772']
11811,['432']
11813,['1751']
11814,['10496']
11815,"['11367', '5632', '6226']"
11818,"['502', '6929', '10413']"
11819,['3938']
11820,"['1499', '9694']"
11822,"['9442', '8562']"
11823,"['9158', '11481', '8833']"
11824,"['2606', '686']"
11831,"['4493', '8576']"
11832,"['9324', '8803']"
11833,"['1169', '6022']"
11837,['7524']
11839,['8869']
11844,['6545']
11845,['1289']
11848,"['7574', '1057']"
11849,['10186']
11850,['10978']
11852,"['2072', '2150']"
11853,"['755', '10166']"
11861,['830']
11862,"['1045', '9079', '11347']"
11864,"['2387', '6153', '789']"
11866,['6770']
11867,['8495']
11876,['6467']
11880,['4076']
11882,"['4818', '5106', '10958', '18', '6097', '6381']"
11883,['178']
11886,"['3263', '1043']"
11887,"['8055', '1361']"
11889,['8083']
11890,['2560']
11892,"['4038', '6970']"
11899,"['7514', '8583', '97']"
11902,['1526']
11903,['11054']
11904,['8550']
11905,['10523']
11906,['3156']
11908,['9301']
11913,"['1460', '2592', '3348']"
11915,"['4218', '8219', '6245']"
11918,"['1597', '6663']"
11921,"['5242', '342']"
11923,['11020']
11928,"['4237', '5267']"
11929,"['8835', '4124', '3894']"
11931,['4492']
11932,['1356']
11933,"['7308', '3720']"
11935,"['17', '1171']"
11936,['7733']
11939,"['1902', '2309']"
11941,['7585']
11945,"['10353', '2260']"
11949,['1129']
11955,['9910']
11957,"['1802', '7089']"
11959,"['851', '8881', '4075']"
11961,['6776']
11964,"['7087', '3844']"
11967,"['11593', '5899', '6411']"
11969,['1361']
11970,"['8422', '155']"
11972,['10192']
11973,"['4961', '1989']"
11980,"['4683', '3648']"
11985,['8700']
11986,['1664']
11988,['6419']
11990,['2833']
11991,['3298']
11993,"['2997', '1199']"
11994,['2819']
11995,['2602']
11998,"['7467', '8354']"
12000,"['1948', '6220']"
12001,"['3911', '7153', '9864']"
12002,"['8471', '5413']"
12010,"['10174', '9263']"
12014,"['8433', '1957']"
12017,"['11765', '6974']"
12018,"['8424', '7887', '7592', '6837']"
12019,['6508']
12020,"['9049', '3413', '9977']"
12024,['11062']
12025,"['5194', '3075']"
12027,"['5692', '895', '6885', '3752']"
12031,['414']
12033,['5333']
12035,"['5259', '2885', '4293', '8964']"
12037,['8708']
12039,"['8773', '5368']"
12040,"['6264', '5828']"
12041,['11590']
12042,"['6579', '9974']"
12043,"['1700', '6674']"
12046,"['11887', '11024']"
12048,"['8243', '441']"
12049,['6656']
12050,['8206']
12056,"['6879', '11177']"
12057,"['8965', '5857', '5655']"
12061,"['10160', '3941']"
12064,['3055']
12067,"['7282', '1058']"
12068,"['3905', '3373']"
12069,"['11654', '3579', '1748']"
12075,['5574']
12076,"['3011', '7705']"
12078,"['2198', '7430']"
12079,['6820']
12081,"['1224', '4658']"
12082,"['11473', '1317']"
12083,"['11488', '8473']"
12084,"['675', '918']"
12085,['6824']
12086,['164']
12087,"['3178', '4363']"
12089,"['8017', '4394', '11584', '10078', '5973']"
12090,"['3335', '3614', '600']"
12091,"['3335', '2218']"
12094,"['1998', '2700']"
12095,"['2914', '5865']"
12096,['493']
12098,['9348']
12102,['7694']
12104,['1968']
12105,['2542']
12107,['309']
12111,"['9313', '6750']"
12112,['6820']
12113,['154']
12114,['7149']
12115,"['1835', '4640', '6675', '6084']"
12116,['2275']
12118,['3474']
12119,['7287']
12121,['5628']
12122,"['5534', '868', '10671', '10910']"
12124,['4993']
12125,['1830']
12128,"['7846', '622']"
12131,['7494']
12132,"['370', '1878']"
12133,['2883']
12135,['1217']
12136,['3916']
12137,"['9482', '1180', '6338']"
12138,['10944']
12140,['1242']
12141,['6951']
12146,"['4957', '6607']"
12147,['6602']
12148,['8532']
12149,['1223']
12150,"['1617', '2022', '2936', '5493']"
12151,"['6396', '9861']"
12153,['4352']
12155,"['4296', '2052', '7732']"
12158,['8556']
12159,['8605']
12160,"['9989', '4431', '10534', '5240', '11932']"
12161,['1865']
12165,['4524']
12167,['338']
12170,"['5288', '5688']"
12171,"['9018', '10800', '9596', '7300']"
12179,['6274']
12181,"['10990', '11137']"
12182,"['10248', '4994']"
12183,['3803']
12184,['59']
12185,"['31', '9906']"
12186,['2412']
12187,"['3082', '6299']"
12189,"['9327', '12154']"
12190,['6145']
12193,"['4459', '4855']"
12194,['8097']
12196,['3427']
12198,"['12151', '3166', '5287']"
12199,['4216']
12202,"['11776', '9236']"
12203,['6228']
12204,['5771']
12205,"['4651', '11545']"
12206,"['5790', '3182', '1409']"
12209,['5937']
12211,['7344']
12213,['8485']
12215,['3503']
12216,"['6506', '11708']"
12220,['5547']
12222,"['8823', '10668']"
12224,"['5942', '1186']"
12225,['3898']
12227,"['6975', '6639']"
12228,"['2196', '4423']"
12229,['2833']
12231,"['5249', '3769', '786', '6921', '302']"
12233,"['9229', '809', '11423', '4331']"
12235,['7073']
12236,['12175']
12238,"['1197', '6135', '2735']"
12240,['9297']
12241,"['1583', '332']"
12245,['9413']
12246,"['1561', '4559']"
12247,"['10986', '9951', '9250']"
12249,['3825']
12256,['276']
12259,"['12000', '1142']"
12260,['2573']
12261,['11843']
12263,"['4713', '2741']"
12264,"['258', '6116']"
12269,['6371']
12270,"['3180', '3716', '3789', '3909']"
12273,['922']
12274,"['11551', '2780']"
12275,['8647']
12276,"['7227', '6855']"
12282,['9528']
12286,['8508']
12287,['5918']
12288,['10648']
12289,"['4218', '3403']"
12290,['9599']
12291,['5459']
12293,['9583']
12294,['8848']
12298,['7547']
12300,['4506']
12303,['10260']
12305,['10346']
12307,['7885']
12308,['8217']
12309,['12077']
12312,"['4043', '3587', '6974']"
12313,['6571']
12315,"['7312', '2913']"
12316,['8513']
12318,"['9723', '2020', '1606']"
12319,['3340']
12322,"['588', '239']"
12323,['4067']
12324,"['10248', '4994', '5813']"
12328,"['3686', '11374', '3543', '9167']"
12329,"['1328', '8800']"
12332,['5939']
12335,"['2080', '6719']"
12336,"['276', '10023']"
12339,['2348']
12341,['10464']
12342,"['693', '9241']"
12343,['3899']
12348,"['5957', '12303']"
12350,"['7926', '5294']"
12351,['1195']
12352,['6289']
12353,"['278', '9029']"
12357,['2865']
12360,"['11', '8309']"
12361,"['1224', '4658']"
12363,['69']
12364,"['4709', '4608']"
12365,['10723']
12371,['2862']
12372,"['5242', '10663']"
12373,['6777']
12382,"['3269', '175']"
12383,"['4651', '4410', '11545', '7950', '7257']"
12385,['314']
12388,['6032']
12392,"['242', '4878', '5586']"
12393,['7173']
12396,['9182']
12397,['5154']
12398,"['4262', '9897']"
12399,['1890']
12402,"['2547', '5112']"
12406,"['8169', '9315']"
12407,['12133']
12410,"['10299', '5758', '2408']"
12413,"['10167', '4617', '12366']"
12416,['3449']
12418,['5391']
12422,['2294']
12423,"['6973', '3036']"
12427,['3798']
12428,"['4724', '3746']"
12429,"['5155', '11153']"
12431,['3396']
12432,['942']
12433,['8928']
12437,['2249']
12438,"['7008', '115', '10712']"
12439,['3999']
12440,['5602']
12443,['8161']
12444,['12089']
12445,"['2178', '7349']"
12447,"['5934', '8448']"
12448,['8405']
12449,['7331']
12450,['12344']
12452,"['537', '4324', '10380', '3477']"
12453,"['10614', '90']"
12454,['8050']
12455,"['9526', '3699', '3775', '10054', '10006']"
12456,"['8115', '69', '9709']"
12458,['7498']
12460,['3150']
12461,['8062']
12462,['787']
12463,['12011']
12468,['2922']
12469,['817']
12470,['9246']
12474,"['10014', '3922', '347', '3282']"
12476,['8072']
12478,['6362']
12480,"['8896', '12410']"
12481,['6652']
12484,['11497']
12486,['10808']
12487,['4734']
12494,['12011']
12500,['707']
12501,['11332']
12502,"['9962', '7587']"
12505,"['6250', '7053']"
12506,"['643', '7584', '7166', '8187']"
12509,"['885', '7758']"
12512,"['7177', '4623', '1856', '3457']"
12513,['9839']
12516,"['1253', '10673']"
12520,"['505', '5501', '12377']"
12521,['5031']
12522,['10903']
12523,['2758']
12524,['12445']
12529,"['6760', '2314']"
12530,"['11151', '10811', '9995']"
12531,"['2439', '7202']"
12532,['6360']
12534,"['10354', '11498']"
12535,['10843']
12536,"['6860', '12355', '7143']"
12539,"['10323', '1044', '1985', '12036']"
12542,['1866']
12546,"['1877', '10107', '5824', '7947']"
12548,"['9798', '10081', '6002']"
12550,"['5475', '2649', '5436']"
12551,['324']
12552,['12350']
12554,['10319']
12555,['3437']
12557,['12258']
12558,['10866']
12561,['4101']
12563,['6858']
12565,['2520']
12566,"['3689', '433', '10859']"
12567,"['8391', '1718', '10710']"
12568,['1521']
12569,"['8400', '12148']"
12571,['8338']
12572,['11798']
12573,['12507']
12574,['9685']
12576,['12415']
12577,"['2940', '10949', '3566']"
12578,"['6672', '1922']"
12580,['1543']
12582,['954']
12583,['1154']
12584,"['7587', '6045', '4529', '9957']"
12586,"['51', '6298']"
12588,"['3742', '4681', '10737']"
12590,"['12185', '3171', '4944']"
12592,"['8700', '4898']"
12593,"['12034', '11722']"
12596,['2788']
12598,['8938']
12599,['10317']
12600,['3475']
12602,['3211']
12606,"['5502', '3106', '2825']"
12607,"['2893', '6848']"
12610,['5056']
12611,['11398']
12612,"['6987', '3858']"
12613,['3236']
12620,['3503']
12621,['1772']
12622,"['256', '10384']"
12624,['9139']
12629,"['1939', '7129']"
12630,"['9182', '12597']"
12631,"['2347', '2734']"
12632,"['9783', '9880']"
12634,['9136']
12635,['1657']
12636,"['8201', '3799']"
12640,['5332']
12641,['5277']
12642,['9796']
12643,['3129']
12644,['3012']
12649,['9254']
12650,['6104']
12651,['9774']
12653,"['11518', '101']"
12654,"['10442', '5433', '4812']"
12655,['1862']
12657,['5957']
12658,['1698']
12660,['10567']
12661,['12530']
12663,['7688']
12664,['1689']
12665,"['6063', '8544', '8063', '4394', '9985']"
12666,['11240']
12669,"['6077', '9238']"
12680,['7268']
12683,['11091']
12686,['23']
12688,"['9380', '5309']"
12689,"['2003', '2268']"
12690,['4043']
12691,"['1754', '342']"
12694,['8145']
12695,"['8509', '6145']"
12699,['10331']
12700,['511']
12701,"['4882', '10763']"
12703,"['11851', '4430', '10908']"
12708,"['9207', '5646']"
12710,"['12418', '6346']"
12711,"['8405', '4049']"
12713,['4061']
12714,['1276']
12715,"['10922', '3657', '8903']"
12722,['7341']
12723,['5197']
12725,"['900', '5308']"
12726,['2407']
12729,"['12711', '9527']"
12731,"['3438', '6642', '4398']"
12732,"['7859', '11281', '11170']"
12734,"['1072', '4799']"
12735,"['6847', '1530']"
12749,"['7045', '11728', '11929', '8793', '1657']"
12750,"['5173', '7819']"
12751,['4256']
12754,"['1433', '11307', '8763', '742']"
12757,"['5596', '9461']"
12759,"['2830', '10456']"
12762,['1996']
12764,['2219']
12766,['3413']
12767,"['4087', '11083', '12321']"
12769,['8506']
12771,['8746']
12776,['8509']
12779,"['12371', '3833']"
12780,"['4351', '4574']"
12781,['6630']
12782,['1261']
12783,['8752']
12784,"['3370', '8379']"
12786,['3332']
12791,"['9437', '8976', '10269']"
12792,['6145']
12795,['11230']
12796,['7298']
12797,['1559']
12798,['3270']
12799,['12695']
12800,['6055']
12801,"['7612', '8491']"
12802,['1348']
12805,"['791', '4124']"
12809,['11415']
12810,['5632']
12811,['12399']
12814,"['1480', '2177']"
12815,"['9216', '130']"
12817,['5591']
12819,['4245']
12823,['7805']
12824,"['61', '12140']"
12825,['3336']
12826,"['10028', '1458']"
12828,"['3928', '5557']"
12830,"['10109', '2081', '7080']"
12833,"['12501', '11734']"
12834,['12308']
12835,"['4006', '3332']"
12836,['1725']
12838,['7509']
12841,['8733']
12842,"['2898', '9202']"
12843,['6419']
12844,"['3604', '7490']"
12847,['11450']
12848,"['8313', '1298', '9804']"
12849,"['5865', '2914', '10854']"
