community
"['55662', '35197']"
"['761', '36844']"
"['23107', '29889']"
"['19289', '18921']"
"['49610', '2912']"
"['21696', '31105']"
"['49147', '14039']"
"['56530', '52707']"
"['38589', '28045']"
"['6759', '32563']"
"['7225', '55734']"
"['23340', '27292']"
"['37131', '5591']"
"['35995', '28370']"
"['37957', '40015']"
"['45083', '27166']"
"['36479', '15430']"
"['12549', '22417']"
"['8212', '36524']"
"['31207', '19550']"
"['46302', '38213']"
"['46085', '20381']"
"['4741', '51208']"
"['33553', '3262']"
"['31221', '26169']"
"['16197', '25831']"
"['22673', '40348']"
"['4', '15863']"
"['17031', '57740']"
"['10883', '55824']"
"['46377', '9306']"
"['2681', '33312']"
"['24919', '9399']"
"['46528', '48271']"
"['8051', '38773']"
"['23922', '1892']"
"['55781', '56578']"
"['30959', '34267']"
"['10635', '19040']"
"['22952', '19291']"
"['7171', '20724']"
"['5892', '54424']"
"['8848', '31201']"
"['47065', '48702']"
"['52639', '52428']"
"['42061', '52297']"
"['25392', '9617']"
"['47170', '15338']"
"['2422', '11379']"
"['46903', '40145']"
"['54457', '20398']"
"['6650', '42860']"
"['19588', '24897']"
"['30822', '12042']"
"['19279', '42855']"
"['17600', '20317']"
"['16890', '15376']"
"['18547', '51857']"
"['50522', '1033']"
"['35521', '16644']"
"['31500', '1656']"
"['5239', '50688']"
"['19088', '42188']"
"['37646', '19146']"
"['13248', '46543']"
"['14829', '18910']"
"['47701', '22754']"
"['32896', '25637']"
"['18892', '15683']"
"['56496', '16462']"
"['14115', '3643']"
"['816', '17030']"
"['23231', '12010']"
"['9128', '16462']"
"['38094', '10329']"
"['28484', '5542']"
"['30137', '55228']"
"['7242', '8406']"
"['39806', '16462']"
"['43229', '25676']"
"['55694', '43308']"
"['19346', '38185']"
"['15206', '37687']"
"['43549', '13864']"
"['37941', '51499']"
"['52912', '15334']"
"['29941', '34920']"
"['39206', '12630']"
"['21154', '9885']"
"['19536', '38665']"
"['23073', '26111']"
"['31533', '54019']"
"['22470', '23447']"
"['30201', '26936']"
"['49919', '18586']"
"['39062', '3244']"
"['13802', '38187']"
"['23111', '34273']"
"['48204', '23486']"
"['36942', '41248']"
"['40883', '1696']"
"['11972', '41839']"
"['25164', '241']"
"['24940', '32487']"
"['17294', '39129']"
"['40326', '4779']"
"['15464', '52207']"
"['47031', '44397']"
"['8441', '57555']"
"['47236', '46851']"
"['32058', '41320']"
"['31575', '9230']"
"['15708', '12460']"
"['37889', '18152']"
"['27001', '54464']"
"['23341', '258']"
"['6747', '25426']"
"['47273', '54173']"
"['16782', '33835']"
"['30809', '9939']"
"['29184', '5118']"
"['8283', '9116']"
"['32756', '20383']"
"['4966', '25756']"
"['58183', '39971']"
"['673', '34973']"
"['45373', '48256']"
"['30306', '48055']"
"['16768', '57972']"
"['42733', '33154']"
"['30271', '12456']"
"['26849', '34628']"
"['38682', '15258']"
"['55013', '30049']"
"['48868', '21157']"
"['29294', '19342']"
"['30588', '34510']"
"['37347', '16066']"
"['30111', '29044']"
"['48001', '28261']"
"['10406', '22581']"
"['52818', '6809']"
"['43431', '22825']"
"['45779', '50768']"
"['31182', '34835']"
"['5668', '55832']"
"['46633', '33063']"
"['52550', '15512']"
"['17175', '6818']"
"['44729', '8800']"
"['41009', '54880']"
"['6100', '39171']"
"['43479', '40573']"
"['2671', '29002']"
"['6331', '39537']"
"['1142', '10579']"
"['41117', '29392']"
"['598', '23005']"
"['1767', '53297']"
"['26890', '14549']"
"['15768', '14408']"
"['25960', '44915']"
"['26624', '11681']"
"['44156', '18360']"
"['25368', '48914']"
"['15907', '13370']"
"['35552', '49993']"
"['9017', '46884']"
"['25804', '6285']"
"['12680', '43205']"
"['1414', '1559']"
"['55540', '24175']"
"['4677', '57672']"
"['8927', '22624']"
"['33908', '6945']"
"['42192', '48751']"
"['52401', '38142']"
"['42886', '31162']"
"['50564', '19365']"
"['40525', '22418']"
"['24022', '24113']"
"['11302', '267']"
"['27930', '34373']"
"['37374', '3373']"
"['4295', '27789']"
"['22187', '40038']"
"['36012', '23503']"
"['11725', '55204']"
"['37381', '7551']"
"['24282', '22132']"
"['46251', '6362']"
"['56048', '3159']"
"['30744', '748']"
"['51195', '57848']"
"['49816', '36118']"
"['40994', '15727']"
"['45540', '58380']"
"['16129', '51052']"
"['36074', '48635']"
"['30625', '11474']"
"['29116', '1226']"
"['31309', '53714']"
"['10835', '22825']"
"['5623', '54886']"
"['41989', '47697']"
"['55889', '5430']"
"['3287', '21093']"
"['26072', '44800']"
"['32481', '2225']"
"['45841', '33701']"
"['2316', '47665']"
"['2018', '18329']"
"['31105', '13238']"
"['39096', '45371']"
"['46333', '28142']"
"['36531', '36288']"
"['40209', '227']"
"['25723', '44094']"
"['2489', '22218']"
"['5754', '9578']"
"['645', '50138']"
"['43893', '13681']"
"['24289', '54132']"
"['22943', '38214']"
"['50692', '619']"
"['40609', '38953']"
"['1834', '52511']"
"['15339', '35732']"
"['40081', '38834']"
"['56684', '18542']"
"['21765', '25500']"
"['11278', '15411']"
"['28518', '5928']"
"['49784', '2604']"
"['31930', '8145']"
"['12751', '13948']"
"['7986', '43045']"
"['27564', '48538']"
"['26911', '43015']"
"['18243', '32487']"
"['6931', '30311']"
"['6029', '37280']"
"['11146', '20781']"
"['26973', '17603']"
"['40933', '42328']"
"['17206', '20699']"
"['32505', '10051']"
"['51368', '22280']"
"['38165', '48956']"
"['26479', '13983']"
"['26328', '44143']"
"['44665', '18656']"
"['28032', '35971']"
"['24197', '2343']"
"['55406', '23930']"
"['22523', '13519']"
"['29003', '42094']"
"['52805', '13378']"
"['50887', '39012']"
"['1148', '18185']"
"['53043', '19348']"
"['8665', '18185']"
"['1848', '30422']"
"['1456', '38861']"
"['22905', '32536']"
"['47945', '41498']"
"['40865', '16528']"
"['21816', '27589']"
"['32377', '56027']"
"['33908', '7579']"
"['39368', '18586']"
"['17733', '27341']"
"['26633', '10904']"
"['22405', '13404']"
"['32297', '7859']"
"['21480', '20319']"
"['31229', '24649']"
"['58071', '28337']"
"['47874', '41661']"
"['1913', '37918']"
"['18976', '36929']"
"['51983', '36258']"
"['42564', '22599']"
"['54915', '57782']"
"['49724', '43600']"
"['20275', '53589']"
"['13866', '15824']"
"['39742', '42901']"
"['47485', '31562']"
"['5161', '7269']"
"['44493', '7125']"
"['19024', '40777']"
"['41723', '1181']"
"['12414', '43098']"
"['5498', '22371']"
"['47814', '4140']"
"['23913', '21465']"
"['597', '15404']"
"['30907', '36252']"
"['26811', '52118']"
"['33727', '24743']"
"['48728', '45905']"
"['48684', '24381']"
"['15174', '28628']"
"['55693', '57069']"
"['34206', '25676']"
"['15779', '30674']"
"['57649', '14405']"
"['813', '42094']"
"['23196', '34532']"
"['40645', '4044']"
"['30963', '33328']"
"['12018', '28121']"
"['24159', '41879']"
"['35889', '42363']"
"['50165', '7267']"
"['3851', '47175']"
"['6411', '8890']"
"['35505', '13717']"
"['39896', '8683']"
"['52150', '16462']"
"['28881', '24246']"
"['23628', '44812']"
"['53610', '52406']"
"['55182', '36415']"
"['11514', '27500']"
"['52243', '12003']"
"['33222', '44204']"
"['42078', '28379']"
"['26293', '36918']"
"['23359', '19316']"
"['4202', '42680']"
"['6147', '35568']"
"['30293', '24905']"
"['53841', '42167']"
"['23462', '11714']"
"['42669', '32865']"
"['45533', '17657']"
"['30916', '21234']"
"['4512', '25801']"
"['43320', '14914']"
"['49671', '20129']"
"['55701', '26121']"
"['12942', '52498']"
"['1641', '10406']"
"['26846', '16806']"
"['57909', '53372']"
"['36604', '46897']"
"['49403', '30787']"
"['17412', '6355']"
"['34485', '52835']"
"['8983', '35352']"
"['44730', '55726']"
"['3361', '56042']"
"['36240', '47934']"
"['55300', '20242']"
"['31802', '26642']"
"['16447', '28199']"
"['42273', '11708']"
"['40963', '1335']"
"['11166', '23862']"
"['52511', '20512']"
"['14938', '5387']"
"['38452', '45322']"
"['55093', '81']"
"['8731', '15121']"
"['22774', '32169']"
"['20037', '57709']"
"['22991', '31575']"
"['12899', '1360']"
"['49270', '47382']"
"['6024', '20005']"
"['33935', '33051']"
"['44147', '15770']"
"['24224', '25905']"
"['25955', '46312']"
"['9424', '30168']"
"['48667', '50042']"
"['31628', '53074']"
"['43750', '6328']"
"['46497', '27094']"
"['14446', '48277']"
"['33905', '52920']"
"['24752', '30630']"
"['48927', '37236']"
"['11890', '33494']"
"['31475', '17063']"
"['45022', '56548']"
"['33164', '49690']"
"['8092', '32267']"
"['34279', '45539']"
"['27599', '27288']"
"['19555', '42554']"
"['55624', '51352']"
"['37654', '3567']"
"['28902', '36790']"
"['16779', '24099']"
"['44149', '49831']"
"['42017', '30635']"
"['19813', '36476']"
"['385', '56733']"
"['9606', '4885']"
"['50939', '17468']"
"['11768', '22954']"
"['51595', '57438']"
"['27952', '24195']"
"['16888', '5394']"
"['45752', '8089']"
"['23736', '47063']"
"['47950', '16357']"
"['40512', '36765']"
"['26914', '13931']"
"['36930', '14228']"
"['54469', '40507']"
"['12639', '45962']"
"['21036', '9571']"
"['37297', '49052']"
"['32726', '7930']"
"['25702', '36522']"
"['39757', '44346']"
"['18346', '51077']"
"['12981', '56141']"
"['45665', '40514']"
"['22768', '8579']"
"['36475', '31077']"
"['35245', '56203']"
"['4531', '21546']"
"['49870', '49690']"
"['26881', '48389']"
"['42320', '52939']"
"['17008', '4446']"
"['36925', '30761']"
"['22665', '1042']"
"['17114', '26403']"
"['28322', '44222']"
"['44450', '28111']"
"['9761', '58063']"
"['13530', '12084']"
"['13265', '38486']"
"['37449', '46541']"
"['49166', '43071']"
"['21199', '41785']"
"['52765', '45582']"
"['30586', '37864']"
"['57297', '34744']"
"['13304', '5063']"
"['48495', '13329']"
"['17711', '41964']"
"['42581', '17568']"
"['9698', '11334']"
"['9784', '45721']"
"['27573', '10020']"
"['26294', '10472']"
"['50560', '27093']"
"['798', '27437']"
"['46510', '24070']"
"['3673', '30049']"
"['47144', '52000']"
"['17523', '22549']"
"['37295', '26967']"
"['55426', '3664']"
"['16426', '12284']"
"['7742', '38834']"
"['2411', '13726']"
"['12897', '7152']"
"['54400', '1150']"
"['44428', '11913']"
"['29240', '49045']"
"['57133', '9933']"
"['52133', '4974']"
"['5915', '55734']"
"['19252', '34506']"
"['42666', '18095']"
"['25209', '16462']"
"['10108', '457']"
"['7775', '17063']"
"['12326', '9136']"
"['7387', '10330']"
"['40423', '47213']"
"['21395', '48913']"
"['329', '50219']"
"['20385', '35770']"
"['44192', '25098']"
"['42306', '40506']"
"['5706', '55244']"
"['18625', '25271']"
"['10798', '20079']"
"['25591', '14889']"
"['35185', '26931']"
"['33962', '34978']"
"['41448', '5346']"
"['57229', '43983']"
"['48049', '24897']"
"['20411', '16278']"
"['50056', '5472']"
"['19692', '45740']"
"['49380', '9419']"
"['45414', '50989']"
"['30312', '28648']"
"['5665', '46082']"
"['29862', '23946']"
"['35854', '49450']"
"['29175', '56089']"
"['12725', '14449']"
"['32294', '10678']"
"['2264', '27921']"
"['28133', '40527']"
"['52341', '27578']"
"['51951', '42138']"
"['22635', '17706']"
"['12623', '11506']"
"['39281', '38385']"
"['24193', '43734']"
"['40701', '16924']"
"['38027', '5730']"
"['23639', '24207']"
"['5572', '33002']"
"['31644', '27077']"
"['32096', '7784']"
"['27843', '2830']"
"['15505', '51483']"
"['25251', '47700']"
"['27137', '53718']"
"['47148', '55845']"
"['11273', '36403']"
"['10313', '27241']"
"['32108', '38438']"
"['55721', '36379']"
"['19703', '31673']"
"['54845', '23153']"
"['19726', '6453']"
"['35652', '56107']"
"['43427', '31817']"
"['4958', '16462']"
"['707', '51160']"
"['15617', '29607']"
"['35607', '35756']"
"['1858', '48947']"
"['2859', '22127']"
"['57213', '25722']"
"['23940', '25849']"
"['10436', '57153']"
"['49309', '8358']"
"['21951', '45094']"
"['21547', '44721']"
"['23562', '11347']"
"['53244', '58578']"
"['30437', '16393']"
"['28169', '33610']"
"['32434', '53891']"
"['7320', '21739']"
"['11645', '9438']"
"['25085', '22654']"
"['28632', '19709']"
"['45035', '35469']"
"['9817', '41543']"
"['53524', '24613']"
"['440', '55353']"
"['51628', '24864']"
"['3658', '9528']"
"['5080', '57412']"
"['54776', '40572']"
"['11319', '54988']"
"['27250', '42813']"
"['28380', '8691']"
"['29180', '33516']"
"['25221', '9080']"
"['6040', '5612']"
"['9563', '37070']"
"['52746', '31501']"
"['6356', '19791']"
"['38882', '2891']"
"['37107', '15687']"
"['2491', '1033']"
"['39486', '24933']"
"['43470', '47714']"
"['56642', '23842']"
"['24264', '46334']"
"['38810', '41839']"
"['13328', '15572']"
"['17572', '23488']"
"['17695', '45327']"
"['50345', '30601']"
"['874', '24997']"
"['33687', '3475']"
"['23263', '12537']"
"['53905', '41612']"
"['49376', '26948']"
"['36506', '13261']"
"['50714', '57621']"
"['51270', '48444']"
"['55869', '24723']"
"['16552', '17745']"
"['33525', '40851']"
"['5706', '31562']"
"['20119', '16462']"
"['48422', '14991']"
"['21138', '58351']"
"['24340', '1560']"
"['26066', '56746']"
"['53035', '48651']"
"['27760', '45310']"
"['42876', '3225']"
"['22573', '45276']"
"['47028', '45371']"
"['4018', '17262']"
"['20171', '9578']"
"['57555', '47535']"
"['11396', '16007']"
"['55627', '24245']"
"['54706', '8881']"
"['43628', '40313']"
"['41911', '30301']"
"['5754', '43953']"
"['26474', '17694']"
"['55553', '13733']"
"['19120', '42177']"
"['48769', '33705']"
"['34157', '25221']"
"['36632', '48714']"
"['1479', '24138']"
"['1810', '32687']"
"['6827', '7784']"
"['36580', '9208']"
"['33322', '6679']"
"['48959', '31319']"
"['32661', '45768']"
"['30603', '44951']"
"['36284', '4425']"
"['52945', '14639']"
"['58357', '3119']"
"['7813', '43098']"
"['52310', '7332']"
"['2784', '27937']"
"['27834', '52606']"
"['37895', '40760']"
"['12986', '50444']"
"['40752', '39456']"
"['11745', '44539']"
"['18835', '13212']"
"['23769', '28013']"
"['40334', '35907']"
"['19713', '31909']"
"['51254', '24581']"
"['43252', '4815']"
"['57809', '36083']"
"['2503', '39651']"
"['43726', '37864']"
"['13143', '13246']"
"['20500', '39659']"
"['58307', '10707']"
"['35519', '19316']"
"['3156', '6464']"
"['24238', '20540']"
"['54297', '35429']"
"['20106', '54672']"
"['50286', '25060']"
"['13265', '8051']"
"['28504', '20926']"
"['6062', '53078']"
"['15405', '26787']"
"['56660', '49648']"
"['44267', '50651']"
"['7511', '22411']"
"['44182', '223']"
"['32195', '17292']"
"['3467', '52470']"
"['47927', '1386']"
"['26491', '8790']"
"['35811', '55204']"
"['9651', '36071']"
"['21122', '54573']"
"['33015', '47036']"
"['46336', '47154']"
"['5726', '31071']"
"['23692', '13019']"
"['44854', '18820']"
"['37052', '55138']"
"['32116', '43801']"
"['51994', '37960']"
"['31741', '17182']"
"['25579', '13913']"
"['33523', '45458']"
"['47737', '15889']"
"['4934', '58170']"
"['30909', '1251']"
"['46906', '5702']"
"['12696', '46180']"
"['35232', '9420']"
"['32184', '20024']"
"['33676', '16873']"
"['6913', '7220']"
"['10358', '22173']"
"['39917', '14167']"
"['23326', '5934']"
"['38392', '10002']"
"['31567', '27542']"
"['13763', '34205']"
"['33549', '1561']"
"['57091', '41374']"
"['58552', '4020']"
"['2596', '33864']"
"['3439', '22695']"
"['7468', '42867']"
"['50177', '5830']"
"['38849', '2810']"
"['4329', '31574']"
"['44424', '19066']"
"['644', '46151']"
"['18990', '40924']"
"['30563', '56517']"
"['55058', '27030']"
"['54829', '34018']"
"['33579', '47433']"
"['49870', '12179']"
"['30989', '10860']"
"['37206', '42336']"
"['58559', '5631']"
"['24395', '33038']"
"['27994', '24527']"
"['11452', '1508']"
"['40208', '1470']"
"['25245', '38142']"
"['21641', '38106']"
"['31007', '10695']"
"['11185', '43094']"
"['20440', '1337']"
"['39658', '5928']"
"['57948', '6974']"
"['23975', '5840']"
"['55468', '56001']"
"['3015', '22095']"
"['10961', '50860']"
"['24274', '54477']"
"['41853', '42829']"
"['18575', '47090']"
"['22569', '19956']"
"['850', '30589']"
"['50044', '21893']"
"['15414', '14676']"
"['17492', '46262']"
"['14458', '47862']"
"['11050', '16799']"
"['3339', '25758']"
"['4100', '57648']"
"['13673', '41128']"
"['24129', '8700']"
"['3499', '37917']"
"['51663', '21818']"
"['15200', '34845']"
"['25215', '27589']"
"['36122', '34635']"
"['50414', '28647']"
"['14168', '51738']"
"['56900', '37158']"
"['8109', '56005']"
"['2266', '43228']"
"['6248', '3475']"
"['3211', '44985']"
"['15659', '57675']"
"['41875', '24897']"
"['34326', '50665']"
"['54195', '11515']"
"['39554', '54673']"
"['52055', '38334']"
"['19117', '27495']"
"['27881', '38869']"
"['5996', '14622']"
"['3008', '57433']"
"['44867', '43293']"
"['12101', '16806']"
"['49416', '25204']"
"['44969', '43874']"
"['35160', '8692']"
"['30703', '58619']"
"['6736', '23794']"
"['43616', '37184']"
"['3009', '15605']"
"['49583', '51352']"
"['45974', '45472']"
"['25201', '54596']"
"['33475', '49981']"
"['34904', '51620']"
"['24421', '29586']"
"['41230', '57709']"
"['42892', '15450']"
"['24273', '12529']"
"['44102', '13878']"
"['6301', '8857']"
"['34207', '18112']"
"['23399', '6730']"
"['52960', '47916']"
"['23310', '12306']"
"['29649', '22207']"
"['3008', '42562']"
"['42391', '21368']"
"['29987', '53498']"
"['6966', '14143']"
"['3818', '51156']"
"['51606', '2836']"
"['42306', '54277']"
"['53393', '41607']"
"['8430', '41757']"
"['11931', '49536']"
"['17665', '51052']"
"['26620', '56397']"
"['37955', '35238']"
"['13341', '19522']"
"['19273', '38812']"
"['2152', '18388']"
"['581', '51186']"
"['32244', '12379']"
"['17615', '11307']"
"['44688', '40568']"
"['51386', '12179']"
"['40585', '14496']"
"['20435', '5578']"
"['35050', '44918']"
"['21293', '14149']"
"['23645', '38758']"
"['5842', '46230']"
"['26801', '41732']"
"['54194', '18023']"
"['48072', '51562']"
"['16148', '41155']"
"['10257', '6863']"
"['54971', '30049']"
"['20072', '30368']"
"['47162', '3510']"
"['17413', '27699']"
"['41024', '19375']"
"['45197', '29687']"
"['3154', '34845']"
"['26340', '55867']"
"['14645', '41102']"
"['37712', '47061']"
"['15391', '17851']"
"['50575', '17974']"
"['8043', '15001']"
"['51351', '12179']"
"['29257', '4392']"
"['24035', '40750']"
"['20584', '12934']"
"['54867', '52535']"
"['3884', '53302']"
"['26084', '58503']"
"['46035', '33611']"
"['2181', '1226']"
"['44610', '28408']"
"['4428', '47801']"
"['2056', '20624']"
"['54450', '11491']"
"['1601', '58148']"
"['19538', '35114']"
"['16229', '42584']"
"['5768', '12665']"
"['9072', '38221']"
"['19128', '11286']"
"['40021', '41513']"
"['36425', '37236']"
"['55730', '42886']"
"['33187', '35563']"
"['47890', '22297']"
"['2428', '44605']"
"['15480', '9275']"
"['41832', '49341']"
"['49598', '43398']"
"['45917', '30049']"
"['1527', '8302']"
"['11706', '32010']"
"['13377', '43644']"
"['29116', '27304']"
"['46826', '37610']"
"['13408', '54121']"
"['25184', '17805']"
"['26565', '42297']"
"['40913', '42399']"
"['33969', '37142']"
"['21897', '27562']"
"['3261', '19929']"
"['42351', '50704']"
"['23142', '38043']"
"['37230', '32666']"
"['56117', '46443']"
"['43124', '37906']"
"['49757', '3811']"
"['42326', '3746']"
"['26510', '51945']"
"['17835', '9216']"
"['33990', '1795']"
"['9919', '33226']"
"['52004', '15398']"
"['13758', '13370']"
"['57688', '57723']"
"['23650', '3442']"
"['35880', '24761']"
"['20766', '31836']"
"['41307', '40892']"
"['22582', '27197']"
"['22661', '41499']"
"['41702', '46672']"
"['48215', '8555']"
"['51434', '31154']"
"['22098', '29812']"
"['1525', '2050']"
"['35094', '14366']"
"['54696', '46418']"
"['41809', '28445']"
"['21288', '47567']"
"['28026', '7127']"
"['18697', '11916']"
"['32787', '24036']"
"['17116', '10467']"
"['6009', '24785']"
"['28733', '6662']"
"['52511', '56164']"
"['58031', '32763']"
"['32438', '28332']"
"['49069', '6077']"
"['16848', '17823']"
"['30827', '31088']"
"['49454', '5346']"
"['12168', '18483']"
"['50100', '35940']"
"['33873', '18824']"
"['9647', '8195']"
"['28923', '25986']"
"['47255', '17974']"
"['41644', '19161']"
"['5385', '10398']"
"['18265', '19023']"
"['52353', '21271']"
"['36083', '38838']"
"['17372', '13777']"
"['41728', '39515']"
"['20978', '32899']"
"['32491', '24675']"
"['33708', '3021']"
"['50631', '33753']"
"['53390', '23731']"
"['27392', '56538']"
"['31217', '3972']"
"['28036', '11601']"
"['56261', '56840']"
"['41370', '13985']"
"['13936', '12219']"
"['10800', '34018']"
"['39086', '36093']"
"['55761', '26757']"
"['28490', '31249']"
"['32462', '50608']"
"['27174', '47651']"
"['1905', '21775']"
"['32821', '14392']"
"['47344', '29399']"
"['34831', '51683']"
"['39202', '55769']"
"['23627', '25943']"
"['38348', '45769']"
"['38579', '16184']"
"['38827', '28835']"
"['13532', '39726']"
"['615', '47034']"
"['37108', '27528']"
"['39667', '16533']"
"['18374', '2991']"
"['43222', '2721']"
"['13788', '47051']"
"['15689', '28264']"
"['19755', '3191']"
"['49845', '57680']"
"['7421', '22061']"
"['27465', '21246']"
"['35142', '9594']"
"['44560', '37647']"
"['40186', '16144']"
"['52790', '34519']"
"['17507', '20908']"
"['45264', '28157']"
"['42513', '9905']"
"['9602', '49270']"
"['29314', '17403']"
"['13391', '45327']"
"['21501', '10851']"
"['12336', '44137']"
"['54444', '44525']"
"['23094', '46879']"
"['35708', '23350']"
"['49651', '39916']"
"['5700', '47970']"
"['658', '20671']"
"['16371', '29585']"
"['19619', '24575']"
"['18049', '15334']"
"['56100', '52651']"
"['5250', '37289']"
"['49070', '25174']"
"['53876', '39366']"
"['44205', '25393']"
"['40058', '23224']"
"['11893', '29341']"
"['27610', '26457']"
"['12139', '44958']"
"['43202', '25138']"
"['6169', '40447']"
"['39285', '19207']"
"['48276', '5177']"
"['56695', '7110']"
"['33126', '58431']"
"['28198', '38071']"
"['18841', '56801']"
"['44321', '45271']"
"['10538', '42813']"
"['36468', '38386']"
"['41845', '8735']"
"['41000', '27513']"
"['43661', '26207']"
"['17070', '55262']"
"['47233', '2375']"
"['55672', '53325']"
"['19214', '27654']"
"['29048', '8809']"
"['23447', '24857']"
"['45422', '58402']"
"['21375', '31836']"
"['1408', '26853']"
"['44996', '46432']"
"['18600', '37858']"
"['17996', '34205']"
"['14561', '38098']"
"['39909', '34648']"
"['27390', '36519']"
"['38117', '49931']"
"['51973', '42325']"
"['1810', '53714']"
"['39586', '46358']"
"['31073', '10908']"
"['39856', '16462']"
"['9247', '29101']"
"['7126', '4389']"
"['23863', '56836']"
"['48995', '31492']"
"['37663', '39916']"
"['41451', '25272']"
"['46269', '16967']"
"['4783', '49693']"
"['5236', '29002']"
"['54634', '917']"
"['7866', '52567']"
"['37035', '3113']"
"['20915', '11495']"
"['32930', '45371']"
"['43138', '27360']"
"['10190', '13942']"
"['10415', '47397']"
"['10589', '191']"
"['22738', '42465']"
"['53171', '24374']"
"['10279', '45529']"
"['15168', '20027']"
"['40666', '20383']"
"['9728', '24669']"
"['3290', '18483']"
"['10518', '8583']"
"['12736', '41418']"
"['43425', '26477']"
"['45460', '6229']"
"['37744', '27645']"
"['18823', '2873']"
"['29894', '10215']"
"['20594', '57537']"
"['48930', '13964']"
"['38737', '6965']"
"['42486', '33675']"
"['8959', '15627']"
"['17045', '25848']"
"['8491', '9332']"
"['48674', '21517']"
"['18042', '31968']"
"['51774', '25766']"
"['40067', '8146']"
"['58595', '58171']"
"['17495', '40722']"
"['25659', '41925']"
"['36632', '15367']"
"['5752', '41190']"
"['35501', '7220']"
"['31392', '12520']"
"['6546', '39851']"
"['23133', '3824']"
"['25118', '40598']"
"['19733', '20924']"
"['20305', '35014']"
"['35840', '34027']"
"['23804', '47010']"
"['52032', '51801']"
"['20951', '29752']"
"['24973', '13726']"
"['3707', '35680']"
"['34358', '24897']"
"['28144', '19380']"
"['9768', '14496']"
"['4288', '39111']"
"['50573', '12010']"
"['21647', '11961']"
"['31043', '26423']"
"['11256', '43928']"
"['42638', '54241']"
"['54927', '43608']"
"['52398', '49068']"
"['53661', '46027']"
"['1894', '6524']"
"['21355', '48998']"
"['15095', '30691']"
"['23523', '300']"
"['28514', '28187']"
"['38930', '50442']"
"['14998', '35971']"
"['23967', '40376']"
"['56015', '56809']"
"['20186', '27889']"
"['21058', '21590']"
"['39240', '44137']"
"['2616', '43357']"
"['55429', '19048']"
"['11523', '11432']"
"['22702', '29853']"
"['54487', '54738']"
"['41962', '49693']"
"['45706', '54388']"
"['37758', '37880']"
"['8860', '27629']"
"['3200', '57767']"
"['33020', '31612']"
"['3107', '23882']"
"['40934', '537']"
"['25987', '9482']"
"['19791', '6356']"
"['29211', '43019']"
"['37690', '23576']"
"['20630', '51819']"
"['44917', '40708']"
"['29470', '10520']"
"['35923', '24141']"
"['35819', '26879']"
"['50980', '41543']"
"['19282', '37872']"
"['45031', '49984']"
"['58094', '12286']"
"['25656', '44752']"
"['21768', '13067']"
"['7638', '57849']"
"['16821', '19141']"
"['44454', '5007']"
"['17507', '45724']"
"['53107', '7520']"
"['7932', '7745']"
"['23023', '13255']"
"['31682', '29803']"
"['33320', '48050']"
"['40364', '24843']"
"['19579', '17397']"
"['14558', '44406']"
"['2835', '38677']"
"['8542', '7186']"
"['37207', '24540']"
"['12884', '55138']"
"['38972', '40834']"
"['36870', '15288']"
"['10812', '38869']"
"['30091', '43928']"
"['33967', '34917']"
"['8451', '11300']"
"['45663', '22861']"
"['43029', '11998']"
"['5044', '21436']"
"['39087', '24774']"
"['6300', '28379']"
"['25927', '36522']"
"['23818', '28834']"
"['39045', '23715']"
"['46038', '43970']"
"['17853', '19667']"
"['38859', '24360']"
"['25516', '40707']"
"['19871', '38875']"
"['34080', '17967']"
"['28206', '44118']"
"['55685', '17034']"
"['1607', '11445']"
"['40436', '2044']"
"['38710', '47146']"
"['4843', '7997']"
"['1535', '12705']"
"['16612', '26137']"
"['35989', '24948']"
"['3774', '16462']"
"['58371', '54270']"
"['11809', '17069']"
"['37983', '4807']"
"['33168', '14938']"
"['32455', '595']"
"['27118', '12183']"
"['35714', '46899']"
"['51072', '43949']"
"['25836', '25842']"
"['14087', '235']"
"['46042', '38890']"
"['51742', '31104']"
"['47418', '14167']"
"['10120', '13235']"
"['34707', '47932']"
"['39948', '47487']"
"['29688', '32720']"
"['54516', '56284']"
"['12817', '5592']"
"['57814', '50446']"
"['11233', '8982']"
"['18019', '15359']"
"['14511', '12035']"
"['5826', '15420']"
"['44591', '22868']"
"['52357', '57331']"
"['24984', '13117']"
"['58173', '9136']"
"['37927', '13616']"
"['53115', '12288']"
"['44507', '19317']"
"['10115', '26806']"
"['12421', '16462']"
"['35984', '58001']"
"['57060', '22232']"
"['13801', '50768']"
"['24764', '36970']"
"['11571', '56001']"
"['12549', '34853']"
"['25546', '32195']"
"['53958', '47539']"
"['21338', '56550']"
"['14817', '13717']"
"['15052', '54173']"
"['56257', '11590']"
"['28777', '28096']"
"['1498', '24037']"
"['48666', '36844']"
"['20032', '12865']"
"['13228', '55974']"
"['5423', '30579']"
"['52288', '41903']"
"['203', '17318']"
"['32222', '52998']"
"['40186', '36392']"
"['28524', '42094']"
"['25152', '40911']"
"['51949', '49234']"
"['54690', '48771']"
"['33747', '37128']"
"['17604', '37966']"
"['36849', '46279']"
"['7235', '26300']"
"['18170', '47885']"
"['25899', '21433']"
"['6541', '55074']"
"['45491', '48552']"
"['29126', '56863']"
"['50331', '19220']"
"['54613', '21522']"
"['51760', '43407']"
"['32777', '1320']"
"['50291', '24467']"
"['33134', '17663']"
"['22645', '15262']"
"['32324', '8301']"
"['14230', '12925']"
"['54267', '31701']"
